,unique_id,ds,y,y_pred
38,SKU_02,2023-10-29,69.0,71.38063380142812
39,SKU_02,2023-10-30,476.0,576.5618847634204
40,SKU_02,2023-10-31,772.0,574.4039155035136
41,SKU_02,2023-11-01,659.0,539.0296236108458
42,SKU_02,2023-11-02,171.0,499.68297262102465
43,SKU_02,2023-11-03,651.0,598.3730137533931
44,SKU_02,2023-11-04,151.0,107.39639300894527
45,SKU_02,2023-11-05,153.0,103.24403743357917
46,SKU_02,2023-11-06,689.0,647.4302640595664
47,SKU_02,2023-11-07,858.0,639.3286520963661
48,SKU_02,2023-11-08,762.0,630.300609125384
49,SKU_02,2023-11-09,712.0,601.95897679086
50,SKU_02,2023-11-10,576.0,538.365021146043
51,SKU_02,2023-11-11,102.0,110.18849912363514
52,SKU_02,2023-11-12,129.0,105.58741758673055
53,SKU_02,2023-11-13,731.0,589.7046652998717
54,SKU_02,2023-11-14,719.0,528.5873130193509
55,SKU_02,2023-11-15,128.0,459.1124723863145
56,SKU_02,2023-11-16,566.0,567.9272236271839
57,SKU_02,2023-11-17,559.0,554.891178919527
58,SKU_02,2023-11-18,93.0,112.16200813552119
59,SKU_02,2023-11-19,116.0,107.41874779010624
60,SKU_02,2023-11-20,490.0,600.8519667744981
61,SKU_02,2023-11-21,673.0,576.1528071650272
62,SKU_02,2023-11-22,772.0,589.8953349445092
63,SKU_02,2023-11-23,562.0,538.8077003169997
64,SKU_02,2023-11-24,724.0,578.9102012581993
65,SKU_02,2023-11-25,123.0,132.90329499447643
66,SKU_02,2023-11-26,115.0,129.571895593098
67,SKU_02,2023-11-27,556.0,576.7518324083217
68,SKU_02,2023-11-28,484.0,569.1418489334632
69,SKU_02,2023-11-29,480.0,530.8639407917314
70,SKU_02,2023-11-30,482.0,563.7528007628514
71,SKU_02,2023-12-01,429.0,443.21396955640193
72,SKU_02,2023-12-02,97.0,75.57204595517592
73,SKU_02,2023-12-03,40.0,62.408308699083406
74,SKU_02,2023-12-04,473.0,485.30960872266456
75,SKU_02,2023-12-05,447.0,490.88046956147
76,SKU_02,2023-12-06,421.0,538.1021142174989
77,SKU_02,2023-12-07,402.0,470.7286867207594
78,SKU_02,2023-12-08,333.0,428.008698359171
79,SKU_02,2023-12-09,83.0,38.52267170215405
80,SKU_02,2023-12-10,48.0,35.61922264916455
81,SKU_02,2023-12-11,552.0,466.4874195350206
82,SKU_02,2023-12-12,441.0,398.50249594564116
83,SKU_02,2023-12-13,471.0,427.87253050342036
84,SKU_02,2023-12-14,411.0,389.9038005221136
85,SKU_02,2023-12-15,166.0,375.6363102109842
86,SKU_02,2023-12-16,0.0,31.794868209326907
87,SKU_02,2023-12-17,0.0,30.094204289912987
88,SKU_02,2023-12-18,0.0,295.5216266958068
89,SKU_02,2023-12-19,0.0,311.7733886344484
90,SKU_02,2023-12-20,0.0,239.70694169711874
91,SKU_02,2023-12-21,9.0,204.90470347462661
92,SKU_02,2023-12-22,51.0,188.47631679975748
93,SKU_02,2023-12-23,203.0,31.334283654992348
94,SKU_02,2023-12-24,208.0,28.581157825507827
95,SKU_02,2023-12-25,12.0,180.41805525158324
96,SKU_02,2023-12-26,340.0,201.5238176667704
97,SKU_02,2023-12-27,204.0,236.33350143709922
98,SKU_02,2023-12-28,167.0,225.16165773000893
99,SKU_02,2023-12-29,183.0,186.58535100509457
100,SKU_02,2023-12-30,52.0,33.91310822233322
101,SKU_02,2023-12-31,77.0,32.225130200355196
102,SKU_02,2024-01-01,31.0,358.9766194512937
103,SKU_02,2024-01-02,465.0,577.3124177898975
104,SKU_02,2024-01-03,565.0,595.2598867260592
105,SKU_02,2024-01-04,608.0,591.1701355531086
106,SKU_02,2024-01-05,587.0,567.8889174875137
107,SKU_02,2024-01-06,55.0,102.31397023145728
108,SKU_02,2024-01-07,0.0,98.74840476615347
109,SKU_02,2024-01-08,874.0,604.5107115511145
110,SKU_02,2024-01-09,801.0,618.3256554621258
111,SKU_02,2024-01-10,765.0,611.135043623693
112,SKU_02,2024-01-11,702.0,604.6917877983643
113,SKU_02,2024-01-12,613.0,554.5873987191469
114,SKU_02,2024-01-13,121.0,102.76059951192114
115,SKU_02,2024-01-14,96.0,86.90945274767735
116,SKU_02,2024-01-15,854.0,583.6093727366534
117,SKU_02,2024-01-16,573.0,574.4757272379686
118,SKU_02,2024-01-17,700.0,568.5579360096589
119,SKU_02,2024-01-18,522.0,540.6472945604228
120,SKU_02,2024-01-19,481.0,482.24011612102544
121,SKU_02,2024-01-20,99.0,87.18581202781154
122,SKU_02,2024-01-21,85.0,94.93760062890605
123,SKU_02,2024-01-22,573.0,544.8203045124227
124,SKU_02,2024-01-23,511.0,507.0099524975794
125,SKU_02,2024-01-24,413.0,497.91182471114087
126,SKU_02,2024-01-25,577.0,499.9805848528904
127,SKU_02,2024-01-26,625.0,508.66228439645295
128,SKU_02,2024-01-27,262.0,162.94449061006534
129,SKU_02,2024-01-28,125.0,113.40191418058959
130,SKU_02,2024-01-29,686.0,575.6491884636347
131,SKU_02,2024-01-30,537.0,570.0568320737282
132,SKU_02,2024-01-31,548.0,546.4125848214911
133,SKU_02,2024-02-01,559.0,617.4531972336297
134,SKU_02,2024-02-02,491.0,529.5454800582881
135,SKU_02,2024-02-03,135.0,87.46611927311979
136,SKU_02,2024-02-04,120.0,84.10082870935977
137,SKU_02,2024-02-05,622.0,605.55119312182
138,SKU_02,2024-02-06,597.0,576.3072600187741
139,SKU_02,2024-02-07,547.0,557.4565457644977
140,SKU_02,2024-02-08,522.0,524.1547146274847
141,SKU_02,2024-02-09,421.0,486.1902129522946
142,SKU_02,2024-02-10,72.0,86.86070283987867
143,SKU_02,2024-02-11,25.0,84.2016255744239
144,SKU_02,2024-02-12,141.0,590.6879767831778
145,SKU_02,2024-02-13,189.0,511.0509244106496
146,SKU_02,2024-02-14,420.0,491.8960537724293
147,SKU_02,2024-02-15,438.0,440.3659089055249
148,SKU_02,2024-02-16,405.0,481.65438354872714
149,SKU_02,2024-02-17,86.0,73.3558107694907
150,SKU_02,2024-02-18,73.0,71.67518911938267
151,SKU_02,2024-02-19,524.0,464.8062161658158
152,SKU_02,2024-02-20,708.0,463.1883931413955
153,SKU_02,2024-02-21,575.0,480.01417501373317
154,SKU_02,2024-02-22,549.0,498.3149502329369
155,SKU_02,2024-02-23,469.0,483.26704410371326
156,SKU_02,2024-02-24,130.0,80.61917210777705
157,SKU_02,2024-02-25,88.0,76.63349032688326
158,SKU_02,2024-02-26,548.0,575.1103040954849
159,SKU_02,2024-02-27,590.0,577.1755609901812
160,SKU_02,2024-02-28,560.0,583.1496046191651
161,SKU_02,2024-02-29,480.0,556.0358542655229
162,SKU_02,2024-03-01,588.0,572.0907043031199
163,SKU_02,2024-03-02,93.0,86.89982655377247
164,SKU_02,2024-03-03,100.0,84.81804502854501
165,SKU_02,2024-03-04,942.0,604.064639232628
166,SKU_02,2024-03-05,578.0,609.3843257963164
167,SKU_02,2024-03-06,535.0,594.1648359955194
168,SKU_02,2024-03-07,746.0,562.8145910402728
169,SKU_02,2024-03-08,663.0,501.55567096388023
170,SKU_02,2024-03-09,72.0,87.20467120218426
171,SKU_02,2024-03-10,82.0,84.85979452483365
172,SKU_02,2024-03-11,524.0,620.3462005940064
173,SKU_02,2024-03-12,550.0,593.7477341796188
174,SKU_02,2024-03-13,546.0,555.714153423029
175,SKU_02,2024-03-14,506.0,545.4148464992776
176,SKU_02,2024-03-15,462.0,509.9519997740876
177,SKU_02,2024-03-16,100.0,86.72692496093838
178,SKU_02,2024-03-17,74.0,81.84288052216333
179,SKU_02,2024-03-18,441.0,581.1419914348481
180,SKU_02,2024-03-19,415.0,516.1590649485486
181,SKU_02,2024-03-20,381.0,544.8529236470872
182,SKU_02,2024-03-21,346.0,534.6807105485565
183,SKU_02,2024-03-22,467.0,507.5759565012733
184,SKU_02,2024-03-23,75.0,83.4121408864844
185,SKU_02,2024-03-24,71.0,77.14879077843189
186,SKU_02,2024-03-25,500.0,576.1443169923103
187,SKU_02,2024-03-26,421.0,551.5779218749336
188,SKU_02,2024-03-27,491.0,546.5596663503345
189,SKU_02,2024-03-28,409.0,537.4223232633135
190,SKU_02,2024-03-29,70.0,399.06864834877814
191,SKU_02,2024-03-30,42.0,80.73394246972697
192,SKU_02,2024-03-31,47.0,74.86794772462952
193,SKU_02,2024-04-01,510.0,610.6114075385357
194,SKU_02,2024-04-02,527.0,605.5021964940246
195,SKU_02,2024-04-03,446.0,562.0012100492349
196,SKU_02,2024-04-04,512.0,529.9109605334692
197,SKU_02,2024-04-05,345.0,454.3442654040001
198,SKU_02,2024-04-06,92.0,77.28667444807179
199,SKU_02,2024-04-07,63.0,75.56802989676528
200,SKU_02,2024-04-08,486.0,556.8471206909335
201,SKU_02,2024-04-09,456.0,615.9823322761029
202,SKU_02,2024-04-10,416.0,589.8207205265277
203,SKU_02,2024-04-11,446.0,584.2640916039256
204,SKU_02,2024-04-12,452.0,521.8115995203236
205,SKU_02,2024-04-13,89.0,86.90161643271993
206,SKU_02,2024-04-14,87.0,84.08031688723527
207,SKU_02,2024-04-15,492.0,585.9814456057358
208,SKU_02,2024-04-16,419.0,550.481584952725
209,SKU_02,2024-04-17,489.0,549.55619452625
210,SKU_02,2024-04-18,400.0,472.4401906404652
211,SKU_02,2024-04-19,414.0,449.54329529335286
212,SKU_02,2024-04-20,74.0,71.87852930005197
213,SKU_02,2024-04-21,46.0,80.8577934343244
214,SKU_02,2024-04-22,478.0,554.0752563746665
215,SKU_02,2024-04-23,514.0,551.8347924669157
216,SKU_02,2024-04-24,448.0,568.1725519048027
217,SKU_02,2024-04-25,415.0,580.9734722720738
218,SKU_02,2024-04-26,492.0,493.9598145482348
219,SKU_02,2024-04-27,88.0,77.49577713464596
220,SKU_02,2024-04-28,51.0,66.91400817223459
221,SKU_02,2024-04-29,496.0,479.5112163497648
222,SKU_02,2024-04-30,493.0,575.2915686872785
223,SKU_02,2024-05-01,123.0,499.238532121667
224,SKU_02,2024-05-02,577.0,599.4767536223733
225,SKU_02,2024-05-03,571.0,504.8037266598504
226,SKU_02,2024-05-04,77.0,84.54896767196259
227,SKU_02,2024-05-05,105.0,82.10468497071508
228,SKU_02,2024-05-06,732.0,605.5008225823111
229,SKU_02,2024-05-07,489.0,564.5538265524535
230,SKU_02,2024-05-08,453.0,564.8600770012374
231,SKU_02,2024-05-09,462.0,553.0817506859181
232,SKU_02,2024-05-10,412.0,451.5734301955343
233,SKU_02,2024-05-11,73.0,85.57958135272733
234,SKU_02,2024-05-12,65.0,74.19861702918045
235,SKU_02,2024-05-13,592.0,592.447831367634
236,SKU_02,2024-05-14,356.0,555.68766553827
237,SKU_02,2024-05-15,368.0,543.2392659621023
238,SKU_02,2024-05-16,326.0,491.84410241528707
239,SKU_02,2024-05-17,287.0,491.42244257710576
240,SKU_02,2024-05-18,34.0,71.33536457133177
241,SKU_02,2024-05-19,36.0,79.65402955119966
242,SKU_02,2024-05-20,458.0,578.2106138831526
243,SKU_02,2024-05-21,393.0,510.0047595177877
244,SKU_02,2024-05-22,393.0,540.6261070687018
245,SKU_02,2024-05-23,436.0,506.6384140121159
246,SKU_02,2024-05-24,424.0,481.91925763082355
247,SKU_02,2024-05-25,81.0,70.04551028788643
248,SKU_02,2024-05-26,59.0,69.69990384660659
249,SKU_02,2024-05-27,434.0,575.7654563115537
250,SKU_02,2024-05-28,463.0,576.8989071045917
251,SKU_02,2024-05-29,424.0,566.3165417408203
252,SKU_02,2024-05-30,68.0,537.4265755116905
253,SKU_02,2024-05-31,262.0,493.4664608690364
254,SKU_02,2024-06-01,54.0,84.64506866404379
255,SKU_02,2024-06-02,53.0,83.39438983003856
256,SKU_02,2024-06-03,632.0,609.9096592244802
257,SKU_02,2024-06-04,554.0,604.0207755609215
258,SKU_02,2024-06-05,558.0,572.0433089233857
259,SKU_02,2024-06-06,558.0,460.2694570196112
260,SKU_02,2024-06-07,459.0,499.9065868508576
261,SKU_02,2024-06-08,76.0,83.79218408616278
262,SKU_02,2024-06-09,56.0,82.89853866319096
263,SKU_02,2024-06-10,475.0,603.7951218746638
264,SKU_02,2024-06-11,593.0,594.339274901201
265,SKU_02,2024-06-12,469.0,553.5774220496323
266,SKU_02,2024-06-13,421.0,547.5121908643544
267,SKU_02,2024-06-14,383.0,499.096825528505
268,SKU_02,2024-06-15,70.0,81.47512486720187
269,SKU_02,2024-06-16,85.0,81.20759701451082
270,SKU_02,2024-06-17,498.0,579.4165592818027
271,SKU_02,2024-06-18,455.0,575.5731433486028
272,SKU_02,2024-06-19,440.0,546.4642886865046
273,SKU_02,2024-06-20,457.0,534.2417479696527
274,SKU_02,2024-06-21,340.0,508.44510385675835
275,SKU_02,2024-06-22,44.0,70.70433180095097
276,SKU_02,2024-06-23,41.0,69.86287556731072
277,SKU_02,2024-06-24,453.0,552.2518357908517
278,SKU_02,2024-06-25,566.0,543.3490389084037
279,SKU_02,2024-06-26,430.0,545.2497214751884
280,SKU_02,2024-06-27,378.0,539.9864835715874
281,SKU_02,2024-06-28,361.0,505.91932341535016
282,SKU_02,2024-06-29,56.0,79.05027869825217
283,SKU_02,2024-06-30,49.0,72.38020743528186
284,SKU_02,2024-07-01,424.0,694.9473074501757
285,SKU_02,2024-07-02,407.0,692.419900690269
286,SKU_02,2024-07-03,436.0,686.7810200562814
287,SKU_02,2024-07-04,468.0,679.754644361899
288,SKU_02,2024-07-05,403.0,634.0550820502365
289,SKU_02,2024-07-06,87.0,89.69511117721314
290,SKU_02,2024-07-07,61.0,86.26633905297469
291,SKU_02,2024-07-08,481.0,683.4537721650212
292,SKU_02,2024-07-09,366.0,678.352629591092
293,SKU_02,2024-07-10,442.0,671.9767317213111
294,SKU_02,2024-07-11,497.0,660.3201332452445
295,SKU_02,2024-07-12,440.0,610.6124816735744
296,SKU_02,2024-07-13,66.0,90.17613158607695
297,SKU_02,2024-07-14,66.0,85.40625473709679
298,SKU_02,2024-07-15,470.0,596.6148537622836
299,SKU_02,2024-07-16,553.0,613.7370848144842
300,SKU_02,2024-07-17,578.0,589.4526748474351
301,SKU_02,2024-07-18,758.0,586.9226420566554
302,SKU_02,2024-07-19,390.0,504.69402168262087
303,SKU_02,2024-07-20,108.0,86.70818507871778
304,SKU_02,2024-07-21,52.0,83.83269773255797
305,SKU_02,2024-07-22,462.0,590.2293394828898
306,SKU_02,2024-07-23,676.0,582.2826473278395
307,SKU_02,2024-07-24,593.0,574.416291151747
308,SKU_02,2024-07-25,562.0,541.9264202607989
309,SKU_02,2024-07-26,494.0,523.1508116386511
310,SKU_02,2024-07-27,114.0,83.24727918135494
311,SKU_02,2024-07-28,63.0,73.2371912244725
312,SKU_02,2024-07-29,645.0,606.2389863189441
313,SKU_02,2024-07-30,621.0,602.2800240034817
314,SKU_02,2024-07-31,559.0,580.0670312310396
315,SKU_02,2024-08-01,544.0,655.1836181700953
316,SKU_02,2024-08-02,538.0,642.2154982087958
317,SKU_02,2024-08-03,192.0,88.74665420788807
318,SKU_02,2024-08-04,64.0,85.3303355299251
319,SKU_02,2024-08-05,560.0,659.6454121035028
320,SKU_02,2024-08-06,627.0,657.1180053435961
321,SKU_02,2024-08-07,638.0,625.9762374725623
322,SKU_02,2024-08-08,533.0,632.9719458868975
323,SKU_02,2024-08-09,495.0,595.7368066890525
324,SKU_02,2024-08-10,122.0,88.8388736289887
325,SKU_02,2024-08-11,79.0,84.37619762090736
326,SKU_02,2024-08-12,658.0,602.851688325853
327,SKU_02,2024-08-13,621.0,598.1471291665254
328,SKU_02,2024-08-14,474.0,582.4690020153538
329,SKU_02,2024-08-15,470.0,602.5868434886746
330,SKU_02,2024-08-16,397.0,564.0712985639492
331,SKU_02,2024-08-17,82.0,86.05552635938834
332,SKU_02,2024-08-18,77.0,83.50441670865044
333,SKU_02,2024-08-19,503.0,611.3926372811709
334,SKU_02,2024-08-20,569.0,546.9094288484192
335,SKU_02,2024-08-21,491.0,575.0226346388935
336,SKU_02,2024-08-22,488.0,573.5548837698764
337,SKU_02,2024-08-23,383.0,559.3574055091676
338,SKU_02,2024-08-24,72.0,79.29423076512414
339,SKU_02,2024-08-25,51.0,69.17562588567905
340,SKU_02,2024-08-26,603.0,585.8658620797017
341,SKU_02,2024-08-27,509.0,601.2792662088254
342,SKU_02,2024-08-28,485.0,575.4958290063736
343,SKU_02,2024-08-29,356.0,568.4426984957562
344,SKU_02,2024-08-30,315.0,562.1023424983067
345,SKU_02,2024-08-31,44.0,76.06333365238949
346,SKU_02,2024-09-01,29.0,77.83152157008847
347,SKU_02,2024-09-02,350.0,656.5811772837646
348,SKU_02,2024-09-03,497.0,651.9097149683024
349,SKU_02,2024-09-04,653.0,562.7177250270574
350,SKU_02,2024-09-05,468.0,507.2970879017698
351,SKU_02,2024-09-06,461.0,515.8063164787761
352,SKU_02,2024-09-07,57.0,79.18032325568355
353,SKU_02,2024-09-08,43.0,76.39016299023461
354,SKU_02,2024-09-09,519.0,613.9513438667058
355,SKU_02,2024-09-10,452.0,603.7356943239673
356,SKU_02,2024-09-11,494.0,550.7598776113273
357,SKU_02,2024-09-12,481.0,541.7912141616615
358,SKU_02,2024-09-13,426.0,505.9145050131082
359,SKU_02,2024-09-14,60.0,79.26912808427711
360,SKU_02,2024-09-15,61.0,72.41188891632673
361,SKU_02,2024-09-16,443.0,502.9505354136479
362,SKU_02,2024-09-17,514.0,524.3371337751897
363,SKU_02,2024-09-18,589.0,498.4898464949958
364,SKU_03,2023-09-21,131.0,112.49549737603905
365,SKU_03,2023-09-22,140.0,113.74174759243262
366,SKU_03,2023-09-23,27.0,18.62228395408948
367,SKU_03,2023-09-24,35.0,17.7248878310825
368,SKU_03,2023-09-25,100.0,119.430386650334
369,SKU_03,2023-09-26,139.0,119.72516518925892
370,SKU_03,2023-09-27,142.0,121.03010818727367
371,SKU_03,2023-09-28,79.0,114.88915180447793
372,SKU_03,2023-09-29,123.0,115.83548214446641
373,SKU_03,2023-09-30,17.0,20.745230588560357
374,SKU_03,2023-10-01,18.0,18.75449891275249
375,SKU_03,2023-10-02,130.0,127.21855490949918
376,SKU_03,2023-10-03,118.0,127.24618555797099
377,SKU_03,2023-10-04,106.0,122.8544101246253
378,SKU_03,2023-10-05,125.0,118.20479682562092
379,SKU_03,2023-10-06,113.0,116.80366164386774
380,SKU_03,2023-10-07,16.0,19.04104524914699
381,SKU_03,2023-10-08,15.0,15.952677502909472
382,SKU_03,2023-10-09,108.0,127.92092306398358
383,SKU_03,2023-10-10,52.0,127.81571787207824
384,SKU_03,2023-10-11,104.0,115.66532588202679
385,SKU_03,2023-10-12,8.0,15.29946425218659
386,SKU_03,2023-10-13,63.0,117.43517943179494
387,SKU_03,2023-10-14,15.0,19.806021135202243
388,SKU_03,2023-10-15,7.0,26.522905503362395
389,SKU_03,2023-10-16,142.0,126.36886877463542
390,SKU_03,2023-10-17,140.0,125.84109709370395
391,SKU_03,2023-10-18,131.0,121.94592930370091
392,SKU_03,2023-10-19,150.0,117.41310114351757
393,SKU_03,2023-10-20,87.0,114.66985019267408
394,SKU_03,2023-10-21,15.0,16.589896582203927
395,SKU_03,2023-10-22,24.0,16.889758869090016
396,SKU_03,2023-10-23,156.0,123.14417211984991
397,SKU_03,2023-10-24,107.0,122.79619104340068
398,SKU_03,2023-10-25,109.0,120.12765408311115
399,SKU_03,2023-10-26,115.0,116.69174960389326
400,SKU_03,2023-10-27,86.0,116.96663127466827
401,SKU_03,2023-10-28,20.0,16.648973591936954
402,SKU_03,2023-10-29,22.0,16.93867262093175
403,SKU_03,2023-10-30,119.0,122.79527936205088
404,SKU_03,2023-10-31,101.0,124.62365294905
405,SKU_03,2023-11-01,152.0,113.61430431165425
406,SKU_03,2023-11-02,24.0,15.29946425218659
407,SKU_03,2023-11-03,112.0,117.27798394221871
408,SKU_03,2023-11-04,18.0,26.84496712443679
409,SKU_03,2023-11-05,8.0,27.061417318781686
410,SKU_03,2023-11-06,125.0,128.22305568389947
411,SKU_03,2023-11-07,174.0,129.28338547989978
412,SKU_03,2023-11-08,115.0,124.03768912299711
413,SKU_03,2023-11-09,146.0,119.48879792121448
414,SKU_03,2023-11-10,178.0,118.45929551613808
415,SKU_03,2023-11-11,13.0,20.821480822623997
416,SKU_03,2023-11-12,14.0,16.589362343549652
417,SKU_03,2023-11-13,145.0,105.65339890321306
418,SKU_03,2023-11-14,112.0,104.96039426984044
419,SKU_03,2023-11-15,36.0,15.29946425218659
420,SKU_03,2023-11-16,105.0,102.14954155354144
421,SKU_03,2023-11-17,64.0,101.6437797646087
422,SKU_03,2023-11-18,33.0,29.68184118992032
423,SKU_03,2023-11-19,6.0,17.025482370656324
424,SKU_03,2023-11-20,66.0,107.61402288151247
425,SKU_03,2023-11-21,80.0,110.68369484934406
426,SKU_03,2023-11-22,124.0,106.21307951415233
427,SKU_03,2023-11-23,135.0,103.00621463378478
428,SKU_03,2023-11-24,112.0,99.81486547484758
429,SKU_03,2023-11-25,38.0,18.31523591618566
430,SKU_03,2023-11-26,18.0,21.231425457397695
431,SKU_03,2023-11-27,140.0,110.29592561118824
432,SKU_03,2023-11-28,134.0,110.40737269553368
433,SKU_03,2023-11-29,110.0,108.72121345434869
434,SKU_03,2023-11-30,134.0,104.57543254540502
435,SKU_03,2023-12-01,94.0,90.11514206978853
436,SKU_03,2023-12-02,25.0,31.69752728577279
437,SKU_03,2023-12-03,28.0,30.66497893067407
438,SKU_03,2023-12-04,136.0,114.208072238252
439,SKU_03,2023-12-05,106.0,111.86308233456575
440,SKU_03,2023-12-06,133.0,109.68570993934505
441,SKU_03,2023-12-07,115.0,104.09905493712253
442,SKU_03,2023-12-08,79.0,98.70175464231268
443,SKU_03,2023-12-09,23.0,23.314994818811506
444,SKU_03,2023-12-10,11.0,17.621019282094903
445,SKU_03,2023-12-11,179.0,111.25658279005378
446,SKU_03,2023-12-12,125.0,110.28632200781516
447,SKU_03,2023-12-13,103.0,107.73893490656268
448,SKU_03,2023-12-14,117.0,92.62848802806965
449,SKU_03,2023-12-15,28.0,98.71713241627886
450,SKU_03,2023-12-16,0.0,16.1634840665253
451,SKU_03,2023-12-17,0.0,12.792324844150652
452,SKU_03,2023-12-18,0.0,83.1457967993587
453,SKU_03,2023-12-19,0.0,82.14585840701557
454,SKU_03,2023-12-20,0.0,75.83414302287368
455,SKU_03,2023-12-21,3.0,78.03127247794492
456,SKU_03,2023-12-22,19.0,49.65263838761303
457,SKU_03,2023-12-23,44.0,8.672757490895249
458,SKU_03,2023-12-24,88.0,6.032646292882736
459,SKU_03,2023-12-25,4.0,16.47924184958919
460,SKU_03,2023-12-26,90.0,42.13289149412679
461,SKU_03,2023-12-27,31.0,69.31919133910743
462,SKU_03,2023-12-28,19.0,64.86966016836492
463,SKU_03,2023-12-29,29.0,39.12132626768656
464,SKU_03,2023-12-30,8.0,10.232792713434144
465,SKU_03,2023-12-31,13.0,6.272383396057339
466,SKU_03,2024-01-01,2.0,15.29946425218659
467,SKU_03,2024-01-02,110.0,132.84361581800914
468,SKU_03,2024-01-03,99.0,127.20758689318319
469,SKU_03,2024-01-04,85.0,124.89360483294156
470,SKU_03,2024-01-05,115.0,123.8003250558715
471,SKU_03,2024-01-06,10.0,25.485845264325622
472,SKU_03,2024-01-07,0.0,34.466301435097684
473,SKU_03,2024-01-08,226.0,142.26991271873797
474,SKU_03,2024-01-09,134.0,140.50963079633925
475,SKU_03,2024-01-10,127.0,137.63111679091602
476,SKU_03,2024-01-11,162.0,132.06234600700844
477,SKU_03,2024-01-12,106.0,129.75405218297388
478,SKU_03,2024-01-13,23.0,24.22729312829178
479,SKU_03,2024-01-14,32.0,24.495985782665706
480,SKU_03,2024-01-15,157.0,140.3713868730918
481,SKU_03,2024-01-16,128.0,133.8189282355591
482,SKU_03,2024-01-17,140.0,128.70915171185388
483,SKU_03,2024-01-18,130.0,126.82245392826859
484,SKU_03,2024-01-19,87.0,126.087585464946
485,SKU_03,2024-01-20,24.0,26.187764705766785
486,SKU_03,2024-01-21,7.0,29.10658882909458
487,SKU_03,2024-01-22,99.0,122.83771968557521
488,SKU_03,2024-01-23,127.0,119.17780723880146
489,SKU_03,2024-01-24,120.0,118.97602359524406
490,SKU_03,2024-01-25,104.0,120.8923178799084
491,SKU_03,2024-01-26,109.0,120.91732761140314
492,SKU_03,2024-01-27,50.0,41.46285765301085
493,SKU_03,2024-01-28,19.0,31.61058142677468
494,SKU_03,2024-01-29,111.0,119.2617431828922
495,SKU_03,2024-01-30,126.0,117.51302089471267
496,SKU_03,2024-01-31,106.0,118.98510575488555
497,SKU_03,2024-02-01,146.0,129.1383700028948
498,SKU_03,2024-02-02,133.0,125.43038606416849
499,SKU_03,2024-02-03,21.0,33.58009136053172
500,SKU_03,2024-02-04,16.0,27.438481800501286
501,SKU_03,2024-02-05,134.0,136.57926891434096
502,SKU_03,2024-02-06,158.0,134.7945514344091
503,SKU_03,2024-02-07,71.0,131.97994445047473
504,SKU_03,2024-02-08,109.0,125.5111408743463
505,SKU_03,2024-02-09,67.0,124.4091772931108
506,SKU_03,2024-02-10,10.0,16.834967147299572
507,SKU_03,2024-02-11,9.0,17.778636975619282
508,SKU_03,2024-02-12,35.0,134.8810558077152
509,SKU_03,2024-02-13,19.0,133.1197425840351
510,SKU_03,2024-02-14,62.0,128.4682030728609
511,SKU_03,2024-02-15,120.0,121.3060723364797
512,SKU_03,2024-02-16,104.0,116.47147825474866
513,SKU_03,2024-02-17,45.0,16.078697627056822
514,SKU_03,2024-02-18,17.0,15.589352703519396
515,SKU_03,2024-02-19,136.0,95.67220623590055
516,SKU_03,2024-02-20,179.0,103.2299264046336
517,SKU_03,2024-02-21,138.0,89.08293863412888
