unique_id;mean;std;min;25%;50%;75%;max
SKU_01;271,55028735632186;205,25040127999796;0,0;66,0;265,0;431,0;1350,0
SKU_02;61,23994252873563;48,56727751313041;0,0;15,0;53,0;102,0;242,0
SKU_03;47,151340996168585;35,63933275761967;0,0;11,0;51,0;75,0;406,0
SKU_04;81,44875478927203;55,58240025747022;0,0;22,0;88,0;126,0;257,0
